ga,bmi,tau,q_y
14.5,30.208805577903597,0.05,0.030794061319588617
14.600000000000001,30.208805577903597,0.05,0.030794061319588617
14.7,30.208805577903597,0.05,0.030794061319588617
14.8,30.208805577903597,0.05,0.030794061319588617
14.9,30.208805577903597,0.05,0.030794061319588617
15.0,30.208805577903597,0.05,0.030794061319588617
15.100000000000001,30.208805577903597,0.05,0.030794061319588617
15.2,30.208805577903597,0.05,0.030794061319588617
15.3,30.208805577903597,0.05,0.030794061319588617
15.4,30.208805577903597,0.05,0.030794061319588617
15.5,30.208805577903597,0.05,0.030794061319588617
15.600000000000001,30.208805577903597,0.05,0.030794061319588617
15.7,30.208805577903597,0.05,0.030794061319588617
15.8,30.208805577903597,0.05,0.030794061319588617
15.9,30.208805577903597,0.05,0.030794061319588617
16.0,30.208805577903597,0.05,0.030794061319588617
16.1,30.208805577903597,0.05,0.030794061319588617
16.2,30.208805577903597,0.05,0.030794061319588617
16.3,30.208805577903597,0.05,0.030794061319588617
16.4,30.208805577903597,0.05,0.030794061319588617
16.5,30.208805577903597,0.05,0.030794061319588617
16.6,30.208805577903597,0.05,0.030794061319588617
16.7,30.208805577903597,0.05,0.030794061319588617
16.8,30.208805577903597,0.05,0.030794061319588617
16.9,30.208805577903597,0.05,0.030794061319588617
17.0,30.208805577903597,0.05,0.030794061319588617
17.1,30.208805577903597,0.05,0.030794061319588617
17.2,30.208805577903597,0.05,0.030794061319588617
17.3,30.208805577903597,0.05,0.030794061319588617
17.4,30.208805577903597,0.05,0.030794061319588617
17.5,30.208805577903597,0.05,0.030794061319588617
17.6,30.208805577903597,0.05,0.030794061319588617
17.7,30.208805577903597,0.05,0.030794061319588617
17.8,30.208805577903597,0.05,0.030794061319588617
17.9,30.208805577903597,0.05,0.030794061319588617
18.0,30.208805577903597,0.05,0.030794061319588617
18.1,30.208805577903597,0.05,0.030794061319588617
18.200000000000003,30.208805577903597,0.05,0.030794061319588617
18.3,30.208805577903597,0.05,0.030794061319588617
18.4,30.208805577903597,0.05,0.030794061319588617
18.5,30.208805577903597,0.05,0.030794061319588617
18.6,30.208805577903597,0.05,0.030794061319588617
18.700000000000003,30.208805577903597,0.05,0.030794061319588617
18.8,30.208805577903597,0.05,0.030794061319588617
18.9,30.208805577903597,0.05,0.030794061319588617
19.0,30.208805577903597,0.05,0.030794061319588617
19.1,30.208805577903597,0.05,0.030794061319588617
19.200000000000003,30.208805577903597,0.05,0.030794061319588617
19.3,30.208805577903597,0.05,0.030794061319588617
19.4,30.208805577903597,0.05,0.030794061319588617
19.5,30.208805577903597,0.05,0.030794061319588617
19.6,30.208805577903597,0.05,0.030794061319588617
19.700000000000003,30.208805577903597,0.05,0.030794061319588617
19.8,30.208805577903597,0.05,0.030794061319588617
19.9,30.208805577903597,0.05,0.030794061319588617
20.0,30.208805577903597,0.05,0.030794061319588617
20.1,30.208805577903597,0.05,0.030794061319588617
20.200000000000003,30.208805577903597,0.05,0.030794061319588617
20.3,30.208805577903597,0.05,0.030794061319588617
20.4,30.208805577903597,0.05,0.030794061319588617
20.5,30.208805577903597,0.05,0.030794061319588617
20.6,30.208805577903597,0.05,0.030794061319588617
20.700000000000003,30.208805577903597,0.05,0.030794061319588617
20.8,30.208805577903597,0.05,0.030794061319588617
20.9,30.208805577903597,0.05,0.030794061319588617
21.0,30.208805577903597,0.05,0.030794061319588617
21.1,30.208805577903597,0.05,0.030794061319588617
21.200000000000003,30.208805577903597,0.05,0.030867844409913206
21.3,30.208805577903597,0.05,0.031002361870056876
21.4,30.208805577903597,0.05,0.031144332249960764
21.5,30.208805577903597,0.05,0.03129393644526649
21.6,30.208805577903597,0.05,0.03145136226769474
21.700000000000003,30.208805577903597,0.05,0.03161680475653656
21.8,30.208805577903597,0.05,0.031790466503623785
21.9,30.208805577903597,0.05,0.03197255799246969
22.0,30.208805577903597,0.05,0.03216329795230923
22.1,30.208805577903597,0.05,0.03236291372780281
22.200000000000003,30.208805577903597,0.05,0.03257164166520669
22.3,30.208805577903597,0.05,0.03278972751585345
22.4,30.208805577903597,0.05,0.03301742685782808
22.5,30.208805577903597,0.05,0.03325500553676878
22.6,30.208805577903597,0.05,0.03350274012676973
22.700000000000003,30.208805577903597,0.05,0.03376091841240852
22.8,30.208805577903597,0.05,0.03402983989297467
22.9,30.208805577903597,0.05,0.034309816310025824
23.0,30.208805577903597,0.05,0.03460117219945588
23.1,30.208805577903597,0.05,0.03490424546931372
23.200000000000003,30.208805577903597,0.05,0.03521938800467568
23.3,30.208805577903597,0.05,0.035546966300932376
23.4,30.208805577903597,0.05,0.03588736212691985
23.5,30.208805577903597,0.05,0.0362409732193896
23.6,30.208805577903597,0.05,0.03660821401038403
23.700000000000003,30.208805577903597,0.05,0.03698951638915519
23.8,30.208805577903597,0.05,0.03738533050034125
23.9,30.208805577903597,0.05,0.03779612558019112
24.0,30.208805577903597,0.05,0.03822239083270939
24.1,30.208805577903597,0.05,0.038664636347674614
24.200000000000003,30.208805577903597,0.05,0.039123394062569206
24.3,30.208805577903597,0.05,0.039599218770545584
24.4,30.208805577903597,0.05,0.04009268917664165
24.5,30.208805577903597,0.05,0.04060440900454614
24.6,30.208805577903597,0.05,0.04113503708804372
24.700000000000003,30.208805577903597,0.05,0.0416853783427824
24.8,30.208805577903597,0.05,0.04225630378465229
24.9,30.208805577903597,0.05,0.04284872445952701
25.0,30.208805577903597,0.05,0.043463593727415276
10.0,31.8115975966851,0.05,0.02838063177234919
10.1,31.8115975966851,0.05,0.02838063177234919
10.2,31.8115975966851,0.05,0.02838063177234919
10.3,31.8115975966851,0.05,0.02838063177234919
10.4,31.8115975966851,0.05,0.02838063177234919
10.5,31.8115975966851,0.05,0.02838063177234919
10.6,31.8115975966851,0.05,0.02838063177234919
10.7,31.8115975966851,0.05,0.02838063177234919
10.8,31.8115975966851,0.05,0.02838063177234919
10.9,31.8115975966851,0.05,0.02838063177234919
11.0,31.8115975966851,0.05,0.02838063177234919
11.1,31.8115975966851,0.05,0.028546306761329025
11.2,31.8115975966851,0.05,0.02870554324070128
11.3,31.8115975966851,0.05,0.028858359795243628
11.4,31.8115975966851,0.05,0.02900478201299833
11.5,31.8115975966851,0.05,0.029144842314866214
11.6,31.8115975966851,0.05,0.029278579777010504
11.7,31.8115975966851,0.05,0.029406039946739196
11.8,31.8115975966851,0.05,0.029527274652529665
11.9,31.8115975966851,0.05,0.02964234180885197
12.0,31.8115975966851,0.05,0.029751305216434883
12.1,31.8115975966851,0.05,0.029854234358609042
12.2,31.8115975966851,0.05,0.029951204194348293
12.3,31.8115975966851,0.05,0.0300422949486156
12.4,31.8115975966851,0.05,0.030127591900605592
12.5,31.8115975966851,0.05,0.03020718517045835
12.6,31.8115975966851,0.05,0.030281169505001895
12.7,31.8115975966851,0.05,0.030349644063064257
12.8,31.8115975966851,0.05,0.030412712200873833
12.9,31.8115975966851,0.05,0.03047048125805127
13.0,31.8115975966851,0.05,0.030523062344672267
13.1,31.8115975966851,0.05,0.03057057012986345
13.2,31.8115975966851,0.05,0.030613122632370114
13.3,31.8115975966851,0.05,0.03065084101351572
13.4,31.8115975966851,0.05,0.030683849372949813
13.5,31.8115975966851,0.05,0.03071227454756225
13.6,31.8115975966851,0.05,0.03073624591391742
13.7,31.8115975966851,0.05,0.030755895194543678
13.8,31.8115975966851,0.05,0.03077135626839094
13.9,31.8115975966851,0.05,0.03078276498574767
14.0,31.8115975966851,0.05,0.03079025898789037
14.100000000000001,31.8115975966851,0.05,0.030793977531715908
14.2,31.8115975966851,0.05,0.030794061319588617
14.3,31.8115975966851,0.05,0.030794061319588617
14.4,31.8115975966851,0.05,0.030794061319588617
14.5,31.8115975966851,0.05,0.030794061319588617
14.600000000000001,31.8115975966851,0.05,0.030794061319588617
14.7,31.8115975966851,0.05,0.030794061319588617
14.8,31.8115975966851,0.05,0.030794061319588617
14.9,31.8115975966851,0.05,0.030794061319588617
15.0,31.8115975966851,0.05,0.030794061319588617
15.100000000000001,31.8115975966851,0.05,0.030794061319588617
15.2,31.8115975966851,0.05,0.030794061319588617
15.3,31.8115975966851,0.05,0.030794061319588617
15.4,31.8115975966851,0.05,0.030794061319588617
15.5,31.8115975966851,0.05,0.030794061319588617
15.600000000000001,31.8115975966851,0.05,0.030794061319588617
15.7,31.8115975966851,0.05,0.030794061319588617
15.8,31.8115975966851,0.05,0.030794061319588617
15.9,31.8115975966851,0.05,0.030794061319588617
16.0,31.8115975966851,0.05,0.030794061319588617
16.1,31.8115975966851,0.05,0.030794061319588617
16.2,31.8115975966851,0.05,0.030794061319588617
16.3,31.8115975966851,0.05,0.030794061319588617
16.4,31.8115975966851,0.05,0.030794061319588617
16.5,31.8115975966851,0.05,0.030794061319588617
16.6,31.8115975966851,0.05,0.030794061319588617
16.7,31.8115975966851,0.05,0.030794061319588617
16.8,31.8115975966851,0.05,0.030794061319588617
16.9,31.8115975966851,0.05,0.030794061319588617
17.0,31.8115975966851,0.05,0.030794061319588617
17.1,31.8115975966851,0.05,0.030794061319588617
17.2,31.8115975966851,0.05,0.030794061319588617
17.3,31.8115975966851,0.05,0.030794061319588617
17.4,31.8115975966851,0.05,0.030794061319588617
17.5,31.8115975966851,0.05,0.030794061319588617
17.6,31.8115975966851,0.05,0.030794061319588617
17.7,31.8115975966851,0.05,0.030794061319588617
17.8,31.8115975966851,0.05,0.030794061319588617
17.9,31.8115975966851,0.05,0.030794061319588617
18.0,31.8115975966851,0.05,0.030794061319588617
18.1,31.8115975966851,0.05,0.030794061319588617
18.200000000000003,31.8115975966851,0.05,0.030794061319588617
18.3,31.8115975966851,0.05,0.030794061319588617
18.4,31.8115975966851,0.05,0.030794061319588617
18.5,31.8115975966851,0.05,0.030794061319588617
18.6,31.8115975966851,0.05,0.030794061319588617
18.700000000000003,31.8115975966851,0.05,0.030794061319588617
18.8,31.8115975966851,0.05,0.030794061319588617
18.9,31.8115975966851,0.05,0.030794061319588617
19.0,31.8115975966851,0.05,0.030794061319588617
19.1,31.8115975966851,0.05,0.030794061319588617
19.200000000000003,31.8115975966851,0.05,0.030794061319588617
19.3,31.8115975966851,0.05,0.030794061319588617
19.4,31.8115975966851,0.05,0.030794061319588617
19.5,31.8115975966851,0.05,0.030794061319588617
19.6,31.8115975966851,0.05,0.030794061319588617
19.700000000000003,31.8115975966851,0.05,0.030794061319588617
19.8,31.8115975966851,0.05,0.030794061319588617
19.9,31.8115975966851,0.05,0.030794061319588617
20.0,31.8115975966851,0.05,0.030794061319588617
20.1,31.8115975966851,0.05,0.030794061319588617
20.200000000000003,31.8115975966851,0.05,0.030794061319588617
20.3,31.8115975966851,0.05,0.030794061319588617
20.4,31.8115975966851,0.05,0.030794061319588617
20.5,31.8115975966851,0.05,0.030794061319588617
20.6,31.8115975966851,0.05,0.030794061319588617
20.700000000000003,31.8115975966851,0.05,0.030794061319588617
20.8,31.8115975966851,0.05,0.030794061319588617
20.9,31.8115975966851,0.05,0.030794061319588617
21.0,31.8115975966851,0.05,0.030794061319588617
21.1,31.8115975966851,0.05,0.030794061319588617
21.200000000000003,31.8115975966851,0.05,0.030867844409913206
21.3,31.8115975966851,0.05,0.031002361870056876
21.4,31.8115975966851,0.05,0.031144332249960764
21.5,31.8115975966851,0.05,0.03129393644526649
21.6,31.8115975966851,0.05,0.03145136226769474
21.700000000000003,31.8115975966851,0.05,0.03161680475653656
21.8,31.8115975966851,0.05,0.031790466503623785
21.9,31.8115975966851,0.05,0.03197255799246969
22.0,31.8115975966851,0.05,0.03216329795230923
22.1,31.8115975966851,0.05,0.03236291372780281
22.200000000000003,31.8115975966851,0.05,0.03257164166520669
22.3,31.8115975966851,0.05,0.03278972751585345
22.4,31.8115975966851,0.05,0.03301742685782808
22.5,31.8115975966851,0.05,0.03325500553676878
22.6,31.8115975966851,0.05,0.03350274012676973
22.700000000000003,31.8115975966851,0.05,0.03376091841240852
22.8,31.8115975966851,0.05,0.03402983989297467
22.9,31.8115975966851,0.05,0.034309816310025824
23.0,31.8115975966851,0.05,0.03460117219945588
23.1,31.8115975966851,0.05,0.03490424546931372
23.200000000000003,31.8115975966851,0.05,0.03521938800467568
23.3,31.8115975966851,0.05,0.035546966300932376
23.4,31.8115975966851,0.05,0.03588736212691985
23.5,31.8115975966851,0.05,0.0362409732193896
23.6,31.8115975966851,0.05,0.03660821401038403
23.700000000000003,31.8115975966851,0.05,0.03698951638915519
23.8,31.8115975966851,0.05,0.03738533050034125
23.9,31.8115975966851,0.05,0.03779612558019112
24.0,31.8115975966851,0.05,0.03822239083270939
24.1,31.8115975966851,0.05,0.038664636347674614
24.200000000000003,31.8115975966851,0.05,0.039123394062569206
24.3,31.8115975966851,0.05,0.039599218770545584
24.4,31.8115975966851,0.05,0.04009268917664165
24.5,31.8115975966851,0.05,0.04060440900454614
24.6,31.8115975966851,0.05,0.04113503708804372
24.700000000000003,31.8115975966851,0.05,0.0416853783427824
24.8,31.8115975966851,0.05,0.04225630378465229
24.9,31.8115975966851,0.05,0.04284872445952701
25.0,31.8115975966851,0.05,0.043463593727415276
10.0,33.92623703353835,0.05,0.02838063177234919
10.1,33.92623703353835,0.05,0.02838063177234919
10.2,33.92623703353835,0.05,0.02838063177234919
10.3,33.92623703353835,0.05,0.02838063177234919
10.4,33.92623703353835,0.05,0.02838063177234919
10.5,33.92623703353835,0.05,0.02838063177234919
10.6,33.92623703353835,0.05,0.02838063177234919
10.7,33.92623703353835,0.05,0.02838063177234919
10.8,33.92623703353835,0.05,0.02838063177234919
10.9,33.92623703353835,0.05,0.02838063177234919
11.0,33.92623703353835,0.05,0.02838063177234919
11.1,33.92623703353835,0.05,0.028546306761329025
11.2,33.92623703353835,0.05,0.02870554324070128
11.3,33.92623703353835,0.05,0.028858359795243628
11.4,33.92623703353835,0.05,0.02900478201299833
11.5,33.92623703353835,0.05,0.029144842314866214
11.6,33.92623703353835,0.05,0.029278579777010504
11.7,33.92623703353835,0.05,0.029406039946739196
11.8,33.92623703353835,0.05,0.029527274652529665
11.9,33.92623703353835,0.05,0.02964234180885197
12.0,33.92623703353835,0.05,0.029751305216434883
12.1,33.92623703353835,0.05,0.029854234358609042
12.2,33.92623703353835,0.05,0.029951204194348293
12.3,33.92623703353835,0.05,0.0300422949486156
12.4,33.92623703353835,0.05,0.030127591900605592
12.5,33.92623703353835,0.05,0.03020718517045835
12.6,33.92623703353835,0.05,0.030281169505001895
12.7,33.92623703353835,0.05,0.030349644063064257
12.8,33.92623703353835,0.05,0.030412712200873833
12.9,33.92623703353835,0.05,0.03047048125805127
13.0,33.92623703353835,0.05,0.030523062344672267
13.1,33.92623703353835,0.05,0.03057057012986345
13.2,33.92623703353835,0.05,0.030613122632370114
13.3,33.92623703353835,0.05,0.03065084101351572
13.4,33.92623703353835,0.05,0.030683849372949813
13.5,33.92623703353835,0.05,0.03071227454756225
13.6,33.92623703353835,0.05,0.03073624591391742
13.7,33.92623703353835,0.05,0.030755895194543678
13.8,33.92623703353835,0.05,0.03077135626839094
13.9,33.92623703353835,0.05,0.03078276498574767
14.0,33.92623703353835,0.05,0.03079025898789037
14.100000000000001,33.92623703353835,0.05,0.030793977531715908
14.2,33.92623703353835,0.05,0.030794061319588617
14.3,33.92623703353835,0.05,0.030794061319588617
14.4,33.92623703353835,0.05,0.030794061319588617
14.5,33.92623703353835,0.05,0.030794061319588617
14.600000000000001,33.92623703353835,0.05,0.030794061319588617
14.7,33.92623703353835,0.05,0.030794061319588617
14.8,33.92623703353835,0.05,0.030794061319588617
14.9,33.92623703353835,0.05,0.030794061319588617
15.0,33.92623703353835,0.05,0.030794061319588617
15.100000000000001,33.92623703353835,0.05,0.030794061319588617
15.2,33.92623703353835,0.05,0.030794061319588617
15.3,33.92623703353835,0.05,0.030794061319588617
15.4,33.92623703353835,0.05,0.030794061319588617
15.5,33.92623703353835,0.05,0.030794061319588617
15.600000000000001,33.92623703353835,0.05,0.030794061319588617
15.7,33.92623703353835,0.05,0.030794061319588617
15.8,33.92623703353835,0.05,0.030794061319588617
15.9,33.92623703353835,0.05,0.030794061319588617
16.0,33.92623703353835,0.05,0.030794061319588617
16.1,33.92623703353835,0.05,0.030794061319588617
16.2,33.92623703353835,0.05,0.030794061319588617
16.3,33.92623703353835,0.05,0.030794061319588617
16.4,33.92623703353835,0.05,0.030794061319588617
16.5,33.92623703353835,0.05,0.030794061319588617
16.6,33.92623703353835,0.05,0.030794061319588617
16.7,33.92623703353835,0.05,0.030794061319588617
16.8,33.92623703353835,0.05,0.030794061319588617
16.9,33.92623703353835,0.05,0.030794061319588617
17.0,33.92623703353835,0.05,0.030794061319588617
17.1,33.92623703353835,0.05,0.030794061319588617
17.2,33.92623703353835,0.05,0.030794061319588617
17.3,33.92623703353835,0.05,0.030794061319588617
17.4,33.92623703353835,0.05,0.030794061319588617
17.5,33.92623703353835,0.05,0.030794061319588617
17.6,33.92623703353835,0.05,0.030794061319588617
17.7,33.92623703353835,0.05,0.030794061319588617
17.8,33.92623703353835,0.05,0.030794061319588617
17.9,33.92623703353835,0.05,0.030794061319588617
18.0,33.92623703353835,0.05,0.030794061319588617
18.1,33.92623703353835,0.05,0.030794061319588617
18.200000000000003,33.92623703353835,0.05,0.030794061319588617
18.3,33.92623703353835,0.05,0.030794061319588617
18.4,33.92623703353835,0.05,0.030794061319588617
18.5,33.92623703353835,0.05,0.030794061319588617
18.6,33.92623703353835,0.05,0.030794061319588617
18.700000000000003,33.92623703353835,0.05,0.030794061319588617
18.8,33.92623703353835,0.05,0.030794061319588617
18.9,33.92623703353835,0.05,0.030794061319588617
19.0,33.92623703353835,0.05,0.030794061319588617
19.1,33.92623703353835,0.05,0.030794061319588617
19.200000000000003,33.92623703353835,0.05,0.030794061319588617
19.3,33.92623703353835,0.05,0.030794061319588617
19.4,33.92623703353835,0.05,0.030794061319588617
19.5,33.92623703353835,0.05,0.030794061319588617
19.6,33.92623703353835,0.05,0.030794061319588617
19.700000000000003,33.92623703353835,0.05,0.030794061319588617
19.8,33.92623703353835,0.05,0.030794061319588617
19.9,33.92623703353835,0.05,0.030794061319588617
20.0,33.92623703353835,0.05,0.030794061319588617
20.1,33.92623703353835,0.05,0.030794061319588617
20.200000000000003,33.92623703353835,0.05,0.030794061319588617
20.3,33.92623703353835,0.05,0.030794061319588617
20.4,33.92623703353835,0.05,0.030794061319588617
20.5,33.92623703353835,0.05,0.030794061319588617
20.6,33.92623703353835,0.05,0.030794061319588617
20.700000000000003,33.92623703353835,0.05,0.030794061319588617
20.8,33.92623703353835,0.05,0.030794061319588617
20.9,33.92623703353835,0.05,0.030794061319588617
21.0,33.92623703353835,0.05,0.030794061319588617
21.1,33.92623703353835,0.05,0.030794061319588617
21.200000000000003,33.92623703353835,0.05,0.030867844409913206
21.3,33.92623703353835,0.05,0.031002361870056876
21.4,33.92623703353835,0.05,0.031144332249960764
21.5,33.92623703353835,0.05,0.03129393644526649
21.6,33.92623703353835,0.05,0.03145136226769474
21.700000000000003,33.92623703353835,0.05,0.03161680475653656
21.8,33.92623703353835,0.05,0.031790466503623785
21.9,33.92623703353835,0.05,0.03197255799246969
22.0,33.92623703353835,0.05,0.03216329795230923
22.1,33.92623703353835,0.05,0.03236291372780281
22.200000000000003,33.92623703353835,0.05,0.03257164166520669
22.3,33.92623703353835,0.05,0.03278972751585345
22.4,33.92623703353835,0.05,0.03301742685782808
22.5,33.92623703353835,0.05,0.03325500553676878
22.6,33.92623703353835,0.05,0.03350274012676973
22.700000000000003,33.92623703353835,0.05,0.03376091841240852
22.8,33.92623703353835,0.05,0.03402983989297467
22.9,33.92623703353835,0.05,0.034309816310025824
23.0,33.92623703353835,0.05,0.03460117219945588
23.1,33.92623703353835,0.05,0.03490424546931372
23.200000000000003,33.92623703353835,0.05,0.03521938800467568
23.3,33.92623703353835,0.05,0.035546966300932376
23.4,33.92623703353835,0.05,0.03588736212691985
23.5,33.92623703353835,0.05,0.0362409732193896
23.6,33.92623703353835,0.05,0.03660821401038403
23.700000000000003,33.92623703353835,0.05,0.03698951638915519
23.8,33.92623703353835,0.05,0.03738533050034125
23.9,33.92623703353835,0.05,0.03779612558019112
24.0,33.92623703353835,0.05,0.03822239083270939
24.1,33.92623703353835,0.05,0.038664636347674614
24.200000000000003,33.92623703353835,0.05,0.039123394062569206
24.3,33.92623703353835,0.05,0.039599218770545584
24.4,33.92623703353835,0.05,0.04009268917664165
24.5,33.92623703353835,0.05,0.04060440900454614
24.6,33.92623703353835,0.05,0.04113503708804372
24.700000000000003,33.92623703353835,0.05,0.0416853783427824
24.8,33.92623703353835,0.05,0.04225630378465229
24.9,33.92623703353835,0.05,0.04284872445952701
25.0,33.92623703353835,0.05,0.043463593727415276
10.0,30.208805577903597,0.1,0.02838063177234919
10.1,30.208805577903597,0.1,0.02838063177234919
10.2,30.208805577903597,0.1,0.02838063177234919
10.3,30.208805577903597,0.1,0.02838063177234919
10.4,30.208805577903597,0.1,0.02838063177234919
10.5,30.208805577903597,0.1,0.02838063177234919
10.6,30.208805577903597,0.1,0.02838063177234919
10.7,30.208805577903597,0.1,0.02838063177234919
10.8,30.208805577903597,0.1,0.02838063177234919
10.9,30.208805577903597,0.1,0.02838063177234919
11.0,30.208805577903597,0.1,0.02838063177234919
11.1,30.208805577903597,0.1,0.028546306761329025
11.2,30.208805577903597,0.1,0.02919298722487151
11.3,30.208805577903597,0.1,0.029947888499672684
11.4,30.208805577903597,0.1,0.030676511358179025
11.5,30.208805577903597,0.1,0.031377267634431986
11.6,30.208805577903597,0.1,0.03204873530727533
11.7,30.208805577903597,0.1,0.03268966300083708
11.8,30.208805577903597,0.1,0.033298972920523646
11.9,30.208805577903597,0.1,0.0338757622806291
12.0,30.208805577903597,0.1,0.034419303294486975
12.1,30.208805577903597,0.1,0.034929041810698086
12.2,30.208805577903597,0.1,0.035404594689366325
12.3,30.208805577903597,0.1,0.03584574602050401
12.4,30.208805577903597,0.1,0.036252442292927615
12.5,30.208805577903597,0.1,0.03662478662617311
12.6,30.208805577903597,0.1,0.03696303218033271
12.7,30.208805577903597,0.1,0.037267574859433474
12.8,30.208805577903597,0.1,0.037538945423187614
12.9,30.208805577903597,0.1,0.037777801119815706
13.0,30.208805577903597,0.1,0.03798491694935689
13.1,30.208805577903597,0.1,0.03816117666259421
13.2,30.208805577903597,0.1,0.03830756359559694
13.3,30.208805577903597,0.1,0.03842515143409312
13.4,30.208805577903597,0.1,0.038515094995547956
13.5,30.208805577903597,0.1,0.03857862111011071
13.6,30.208805577903597,0.1,0.038617019674602335
13.7,30.208805577903597,0.1,0.03863163494658494
13.8,30.208805577903597,0.1,0.03863163494658494
13.9,30.208805577903597,0.1,0.03863163494658494
14.0,30.208805577903597,0.1,0.03863163494658494
14.100000000000001,30.208805577903597,0.1,0.03863163494658494
14.2,30.208805577903597,0.1,0.03863163494658494
14.3,30.208805577903597,0.1,0.03863163494658494
14.4,30.208805577903597,0.1,0.03863163494658494
14.5,30.208805577903597,0.1,0.03863163494658494
14.600000000000001,30.208805577903597,0.1,0.03863163494658494
14.7,30.208805577903597,0.1,0.03863163494658494
14.8,30.208805577903597,0.1,0.03863163494658494
14.9,30.208805577903597,0.1,0.03863163494658494
15.0,30.208805577903597,0.1,0.03863163494658494
15.100000000000001,30.208805577903597,0.1,0.03863163494658494
15.2,30.208805577903597,0.1,0.03863163494658494
15.3,30.208805577903597,0.1,0.03863163494658494
15.4,30.208805577903597,0.1,0.03863163494658494
15.5,30.208805577903597,0.1,0.03863163494658494
15.600000000000001,30.208805577903597,0.1,0.03863163494658494
15.7,30.208805577903597,0.1,0.03863163494658494
15.8,30.208805577903597,0.1,0.03863163494658494
15.9,30.208805577903597,0.1,0.03863163494658494
16.0,30.208805577903597,0.1,0.03863163494658494
16.1,30.208805577903597,0.1,0.03863163494658494
16.2,30.208805577903597,0.1,0.03863163494658494
16.3,30.208805577903597,0.1,0.03863163494658494
16.4,30.208805577903597,0.1,0.03863163494658494
16.5,30.208805577903597,0.1,0.03863163494658494
16.6,30.208805577903597,0.1,0.03863163494658494
16.7,30.208805577903597,0.1,0.03863163494658494
16.8,30.208805577903597,0.1,0.03863163494658494
16.9,30.208805577903597,0.1,0.03863163494658494
17.0,30.208805577903597,0.1,0.03863163494658494
17.1,30.208805577903597,0.1,0.03863163494658494
17.2,30.208805577903597,0.1,0.03863163494658494
17.3,30.208805577903597,0.1,0.03863163494658494
17.4,30.208805577903597,0.1,0.03863163494658494
17.5,30.208805577903597,0.1,0.03863163494658494
17.6,30.208805577903597,0.1,0.03863163494658494
17.7,30.208805577903597,0.1,0.03863163494658494
17.8,30.208805577903597,0.1,0.03863163494658494
17.9,30.208805577903597,0.1,0.03863163494658494
18.0,30.208805577903597,0.1,0.03863163494658494
18.1,30.208805577903597,0.1,0.03863163494658494
18.200000000000003,30.208805577903597,0.1,0.03863163494658494
18.3,30.208805577903597,0.1,0.03863163494658494
18.4,30.208805577903597,0.1,0.03863163494658494
18.5,30.208805577903597,0.1,0.03863163494658494
18.6,30.208805577903597,0.1,0.03863163494658494
18.700000000000003,30.208805577903597,0.1,0.03863163494658494
18.8,30.208805577903597,0.1,0.03863163494658494
18.9,30.208805577903597,0.1,0.03863163494658494
19.0,30.208805577903597,0.1,0.03863163494658494
19.1,30.208805577903597,0.1,0.03863163494658494
19.200000000000003,30.208805577903597,0.1,0.03863163494658494
19.3,30.208805577903597,0.1,0.03863163494658494
19.4,30.208805577903597,0.1,0.03863163494658494
19.5,30.208805577903597,0.1,0.03863163494658494
