ga,all_records,date_crosscheck_pass
15.9,0.8585504564581293,0.882700876872004
16.0,0.8573318259810305,0.8815541332209276
16.1,0.8559477467985108,0.8802348475974374
16.2,0.8544055063954448,0.8787496776601773
16.3,0.8527124129429727,0.8771052410310672
16.4,0.8508758571403994,0.8753081973666396
16.5,0.8489033697623575,0.8733653255096429
16.6,0.8468026747263663,0.8712835955372129
16.7,0.8445817374908907,0.8690702354850272
16.8,0.8422488085950106,0.8667327924981432
16.9,0.8398124621580241,0.8642791881404799
17.0,0.8372816291717144,0.8617177675871774
17.1,0.8346656254395942,0.8590573424286315
17.2,0.8319741740459181,0.8563072268318935
17.3,0.8292174222724539,0.8534772668343166
17.4,0.8264059529215334,0.8505778625852211
17.5,0.8235507900489987,0.8476199834025838
17.6,0.8206633991586749,0.8446151755717458
17.7,0.8177556819592425,0.8415755628795969
17.8,0.814839965833068,0.8385138399480924
17.9,0.8119289882128434,0.8354432585026168
18.0,0.8090358761038219,0.83237760678027
18.1,0.8061741210252946,0.8293311823481553
18.200000000000003,0.8033575496732208,0.8263187586587121
18.3,0.800600290625095,0.8233555457160752
18.4,0.7979167374172643,0.8204571452615536
18.5,0.7953215083233162,0.8176395009063483
18.6,0.7928294031491339,0.8149188436438483
18.700000000000003,0.7904553573361573,0.8123116331620541
18.8,0.7882143936290565,0.8098344953483096
18.9,0.786121571518263,0.8075041563343454
19.0,0.7841919346124243,0.8053373733704678
19.1,0.7824404560317252,0.8033508627448677
19.200000000000003,0.7808819818418291,0.8015612248797613
19.3,0.7795311724711182,0.7999848666423696
19.4,0.7784024419734316,0.7986379208086917
19.5,0.7775098949159293,0.7975361625148956
19.6,0.7768672605903801,0.7966949224286319
19.700000000000003,0.776487824168273,0.7961289962751692
19.8,0.7763843543491578,0.7958525502657483
19.9,0.7765690269911842,0.7958790219036873
20.0,0.7770533441669755,0.7962210155933759
20.1,0.7778438700614088,0.7968855670260303
20.200000000000003,0.7789297260960775,0.7978602943223567
20.3,0.7802953230718365,0.799127515799191
20.4,0.7819246443601906,0.8006690194229947
20.5,0.783801326115071,0.8024661771017636
20.6,0.7859087341111589,0.8045000534916157
20.700000000000003,0.788230037790383,0.8067515099556604
20.8,0.7907482819625661,0.8092013041348549
20.9,0.7934464564699264,0.8118301854137685
21.0,0.7963075639918656,0.8146189863958662
21.1,0.799314686040012,0.8175487103485425
21.200000000000003,0.8024510470766363,0.8206006144431028
21.3,0.8057000765859319,0.8237562885026345
21.4,0.8090454688388224,0.8269977288842594
21.5,0.8124712400206106,0.8303074070628322
21.6,0.8159617823381284,0.8336683324512524
21.700000000000003,0.8195019146894055,0.8370641089872026
21.8,0.8230769294650772,0.8404789850355301
21.9,0.8266726350552763,0.8438978961968068
22.0,0.8302753936578655,0.8473065006726691
22.1,0.8338721540213636,0.8506912069132305
22.200000000000003,0.8374504788062332,0.8540391933576498
22.3,0.8409985663090633,0.8573384201712908
22.4,0.8445052663621477,0.8605776329787492
22.5,0.8479600902935266,0.8637463586870066
22.6,0.8513532149069,0.8668348935849944
22.700000000000003,0.8546754805143217,0.8698342839910757
22.8,0.8579183831251987,0.8727362997971113
22.9,0.8610740609608936,0.875533401324148
23.0,0.8641352755238308,0.8782186999590745
23.1,0.8670953875019984,0.8807859130827687
23.200000000000003,0.869948327833559,0.8832293138270028
23.3,0.8726885642910237,0.885543676209685
23.4,0.8753110639698247,0.8877242161953198
23.5,0.8778112520819166,0.8897665292106955
23.6,0.8801849674611592,0.8916665246150514
23.700000000000003,0.8824284151838173,0.8934203575808557
23.8,0.8845381166950329,0.8950243587872869
23.9,0.8865108578109355,0.8964749622654671
24.0,0.8883436349370506,0.8977686316647167
24.1,0.8900335998077419,0.8989017851347605
24.200000000000003,0.8915780030096865,0.8998707189425548
24.3,0.8929741365062116,0.9006715298663511
24.4,0.8942192753299432,0.9013000363362826
24.5,0.8953106185602216,0.9017516982222039
24.6,0.8962478906559795,0.9020250391440858
24.700000000000003,0.8970410952708241,0.9021319769954451
24.8,0.8977022458720602,0.9020871696218605
24.9,0.898242744991218,0.9019046330576392
25.0,0.8986734667210808,0.9015978844561274
