ga,group,model_form,p_marg
13.8,G2,linear_monotone,0.8089830306241844
13.9,G2,linear_monotone,0.8095163152851406
14.0,G2,linear_monotone,0.8100479273832967
14.1,G2,linear_monotone,0.8105790258397167
14.2,G2,linear_monotone,0.8111100011816885
14.3,G2,linear_monotone,0.8116389059930356
14.4,G2,linear_monotone,0.8121678108043827
14.5,G2,linear_monotone,0.8126959514651103
14.6,G2,linear_monotone,0.8132226553390294
14.7,G2,linear_monotone,0.8137493592129484
14.8,G2,linear_monotone,0.8142746537495594
14.9,G2,linear_monotone,0.8147991495419953
15.0,G2,linear_monotone,0.8153236453344311
15.1,G2,linear_monotone,0.8158460825819426
15.2,G2,linear_monotone,0.8163683632972398
15.3,G2,linear_monotone,0.8168901542930647
15.4,G2,linear_monotone,0.8174102130840483
15.5,G2,linear_monotone,0.8179302718750318
15.6,G2,linear_monotone,0.8184491907848178
15.7,G2,linear_monotone,0.8189670209528563
15.8,G2,linear_monotone,0.8194848511208949
15.9,G2,linear_monotone,0.8200008874657179
16.0,G2,linear_monotone,0.8205164824607684
16.1,G2,linear_monotone,0.8210318676144864
16.2,G2,linear_monotone,0.8215452210351212
16.3,G2,linear_monotone,0.8220585744557559
16.4,G2,linear_monotone,0.8225710631745992
16.5,G2,linear_monotone,0.823082168768015
16.6,G2,linear_monotone,0.8235932743614307
16.7,G2,linear_monotone,0.8241028568530167
16.8,G2,linear_monotone,0.8246117085150263
16.9,G2,linear_monotone,0.8251205601770358
17.0,G2,linear_monotone,0.825627226927346
17.1,G2,linear_monotone,0.8261338187023523
17.2,G2,linear_monotone,0.8266398261697077
17.3,G2,linear_monotone,0.8271441522506606
17.4,G2,linear_monotone,0.8276484783316136
17.5,G2,linear_monotone,0.8281515575229582
17.6,G2,linear_monotone,0.8286536122512945
17.7,G2,linear_monotone,0.829155666979631
17.8,G2,linear_monotone,0.8296558090669944
17.9,G2,linear_monotone,0.8301555869325605
18.0,G2,linear_monotone,0.8306550655904769
18.1,G2,linear_monotone,0.8311525612314348
18.2,G2,linear_monotone,0.8316500568723927
18.3,G2,linear_monotone,0.8321465868174814
18.4,G2,linear_monotone,0.8326417950201985
18.5,G2,linear_monotone,0.8331370032229157
18.6,G2,linear_monotone,0.833630576312096
18.7,G2,linear_monotone,0.8341234920110183
18.8,G2,linear_monotone,0.8346163977998613
18.9,G2,linear_monotone,0.8351070160773701
19.0,G2,linear_monotone,0.835597634354879
19.1,G2,linear_monotone,0.8360875726028794
19.2,G2,linear_monotone,0.8365758886891327
19.3,G2,linear_monotone,0.8370642047753859
19.4,G2,linear_monotone,0.8375511680225469
19.5,G2,linear_monotone,0.8380371772953044
19.6,G2,linear_monotone,0.8385231865680617
19.7,G2,linear_monotone,0.8390071676307088
19.8,G2,linear_monotone,0.8394908656151412
19.9,G2,linear_monotone,0.83997417320144
20.0,G2,linear_monotone,0.8404555555699237
20.1,G2,linear_monotone,0.8409369379384076
20.2,G2,linear_monotone,0.8414172539806898
20.3,G2,linear_monotone,0.8418963165525858
20.4,G2,linear_monotone,0.8423753791244815
20.5,G2,linear_monotone,0.8428526971185598
20.6,G2,linear_monotone,0.843329435859977
20.7,G2,linear_monotone,0.8438060772941643
20.8,G2,linear_monotone,0.8442804883177092
20.9,G2,linear_monotone,0.844754899341254
21.0,G2,linear_monotone,0.8452285342833478
21.1,G2,linear_monotone,0.845700613847859
21.2,G2,linear_monotone,0.8461726934123701
21.3,G2,linear_monotone,0.8466433160343947
21.4,G2,linear_monotone,0.8471130605446626
21.5,G2,linear_monotone,0.8475828050549304
21.6,G2,linear_monotone,0.8480504098020398
21.7,G2,linear_monotone,0.8485178158085127
21.8,G2,linear_monotone,0.8489847392063338
21.9,G2,linear_monotone,0.8494498034048096
22.0,G2,linear_monotone,0.8499148676032854
22.1,G2,linear_monotone,0.8503787659924139
22.2,G2,linear_monotone,0.8508414852237184
22.3,G2,linear_monotone,0.851304204455023
22.4,G2,linear_monotone,0.8517650729512527
22.5,G2,linear_monotone,0.8522254442009037
22.6,G2,linear_monotone,0.8526856290424828
22.7,G2,linear_monotone,0.8531436494403412
22.8,G2,linear_monotone,0.8536016698381995
22.9,G2,linear_monotone,0.8540588185558379
23.0,G2,linear_monotone,0.8545144853757458
23.1,G2,linear_monotone,0.8549701521956536
23.2,G2,linear_monotone,0.8554242605711737
23.3,G2,linear_monotone,0.8558775712305791
23.4,G2,linear_monotone,0.8563308818899844
23.5,G2,linear_monotone,0.8567819459738427
23.6,G2,linear_monotone,0.8572328980334115
23.7,G2,linear_monotone,0.8576832750401973
23.8,G2,linear_monotone,0.8581318662034131
23.9,G2,linear_monotone,0.8585804573666289
24.0,G2,linear_monotone,0.8590277851392311
24.1,G2,linear_monotone,0.8594740132519824
24.2,G2,linear_monotone,0.8599202413647337
24.3,G2,linear_monotone,0.8603645166122805
24.4,G2,linear_monotone,0.8608083796624354
24.5,G2,linear_monotone,0.8612519662927107
24.6,G2,linear_monotone,0.8616934624096803
24.7,G2,linear_monotone,0.8621349585266497
24.8,G2,linear_monotone,0.8625754885750694
24.9,G2,linear_monotone,0.8630146160293589
25.0,G2,linear_monotone,0.8634537434836485
10.0,G3,linear_monotone,0.7697572281974732
10.1,G3,linear_monotone,0.7703438634673573
10.2,G3,linear_monotone,0.7709289563231901
10.3,G3,linear_monotone,0.771514049179023
10.4,G3,linear_monotone,0.7720981721736482
10.5,G3,linear_monotone,0.7726813122589459
10.6,G3,linear_monotone,0.7732644523442436
10.7,G3,linear_monotone,0.7738460454708119
10.8,G3,linear_monotone,0.7744272217353753
10.9,G3,linear_monotone,0.7750082423928024
11.0,G3,linear_monotone,0.7755874439253254
11.1,G3,linear_monotone,0.7761666454578483
11.2,G3,linear_monotone,0.776745112613785
11.3,G3,linear_monotone,0.7773223286424679
11.4,G3,linear_monotone,0.7778995446711509
11.5,G3,linear_monotone,0.7784754413756982
11.6,G3,linear_monotone,0.7790506612688404
11.7,G3,linear_monotone,0.7796258811619826
11.8,G3,linear_monotone,0.7801991907282221
11.9,G3,linear_monotone,0.7807724039947942
12.0,G3,linear_monotone,0.7813451269763755
12.1,G3,linear_monotone,0.781916323266571
12.2,G3,linear_monotone,0.7824875195567664
12.3,G3,linear_monotone,0.7830576330279944
12.4,G3,linear_monotone,0.7836268021337612
12.5,G3,linear_monotone,0.7841959712395281
12.6,G3,linear_monotone,0.784763459167235
12.7,G3,linear_monotone,0.7853305910227865
12.8,G3,linear_monotone,0.785897484814091
12.9,G3,linear_monotone,0.7864625694963966
13.0,G3,linear_monotone,0.787027654178702
13.1,G3,linear_monotone,0.7875919009421096
13.2,G3,linear_monotone,0.7881549286713649
13.3,G3,linear_monotone,0.7887179564006203
13.4,G3,linear_monotone,0.7892795407634589
13.5,G3,linear_monotone,0.7898405019035364
13.6,G3,linear_monotone,0.7904014630436138
13.7,G3,linear_monotone,0.7909603699027734
13.8,G3,linear_monotone,0.7915192549616519
13.9,G3,linear_monotone,0.7920775549131926
14.0,G3,linear_monotone,0.7926343545433671
14.1,G3,linear_monotone,0.7931911541735415
14.2,G3,linear_monotone,0.7937467564300363
14.3,G3,linear_monotone,0.7943014614289076
14.4,G3,linear_monotone,0.7948561664277789
14.5,G3,linear_monotone,0.7954090565547579
14.6,G3,linear_monotone,0.7959616578650025
14.7,G3,linear_monotone,0.7965139343008559
14.8,G3,linear_monotone,0.7970644230107753
14.9,G3,linear_monotone,0.7976149117206948
15.0,G3,linear_monotone,0.7981644567421691
15.1,G3,linear_monotone,0.7987128240860201
15.2,G3,linear_monotone,0.7992611914298712
15.3,G3,linear_monotone,0.7998079912759722
15.4,G3,linear_monotone,0.8003542286342769
15.5,G3,linear_monotone,0.8009004082767633
15.6,G3,linear_monotone,0.8014445071765988
15.7,G3,linear_monotone,0.8019886060764342
15.8,G3,linear_monotone,0.802532022171109
15.9,G3,linear_monotone,0.8030739742863788
16.0,G3,linear_monotone,0.8036159264016486
16.1,G3,linear_monotone,0.8041565658650502
16.2,G3,linear_monotone,0.8046963630167354
16.3,G3,linear_monotone,0.8052361601684207
16.4,G3,linear_monotone,0.8057740101928038
16.5,G3,linear_monotone,0.8063116443491951
16.6,G3,linear_monotone,0.8068488632824904
16.7,G3,linear_monotone,0.8073843265594001
16.8,G3,linear_monotone,0.8079197898363097
16.9,G3,linear_monotone,0.8084542022805834
17.0,G3,linear_monotone,0.8089874869415394
17.1,G3,linear_monotone,0.8095207716024956
17.2,G3,linear_monotone,0.8100523654319448
17.3,G3,linear_monotone,0.8105834638883648
17.4,G3,linear_monotone,0.8111144208994538
17.5,G3,linear_monotone,0.8116433257108009
17.6,G3,linear_monotone,0.8121722305221479
17.7,G3,linear_monotone,0.8127003527910552
17.8,G3,linear_monotone,0.8132270566649743
17.9,G3,linear_monotone,0.8137537605388934
18.0,G3,linear_monotone,0.8142790366239858
18.1,G3,linear_monotone,0.8148035324164217
18.2,G3,linear_monotone,0.8153280282088575
18.3,G3,linear_monotone,0.8158504469463922
18.4,G3,linear_monotone,0.8163727276616893
18.5,G3,linear_monotone,0.81689450009032
18.6,G3,linear_monotone,0.8174145588813035
18.7,G3,linear_monotone,0.8179346176722871
18.8,G3,linear_monotone,0.8184535179589029
18.9,G3,linear_monotone,0.8189713481269413
19.0,G3,linear_monotone,0.8194891782949798
19.1,G3,linear_monotone,0.8200051959618979
19.2,G3,linear_monotone,0.8205207909569484
19.3,G3,linear_monotone,0.821036157379269
19.4,G3,linear_monotone,0.8215495107999037
19.5,G3,linear_monotone,0.8220628642205384
19.6,G3,linear_monotone,0.8225753341557338
19.7,G3,linear_monotone,0.8230864397491493
19.8,G3,linear_monotone,0.8235975453425652
19.9,G3,linear_monotone,0.8241071089994941
20.0,G3,linear_monotone,0.8246159606615039
20.1,G3,linear_monotone,0.8251248123235134
20.2,G3,linear_monotone,0.8256314601893996
20.3,G3,linear_monotone,0.8261380519644058
20.4,G3,linear_monotone,0.8266440404988113
20.5,G3,linear_monotone,0.8271483665797643
20.6,G3,linear_monotone,0.8276526926607174
20.7,G3,linear_monotone,0.8281557528718272
20.8,G3,linear_monotone,0.8286578076001635
20.9,G3,linear_monotone,0.8291598623284998
21.0,G3,linear_monotone,0.8296599853895837
21.1,G3,linear_monotone,0.8301597632551498
21.2,G3,linear_monotone,0.8306592228419811
21.3,G3,linear_monotone,0.831156718482939
21.4,G3,linear_monotone,0.831654214123897
21.5,G3,linear_monotone,0.8321507249543336
21.6,G3,linear_monotone,0.8326459331570508
21.7,G3,linear_monotone,0.8331411413597679
21.8,G3,linear_monotone,0.8336346952919665
21.9,G3,linear_monotone,0.834127610990889
22.0,G3,linear_monotone,0.8346204975816569
22.1,G3,linear_monotone,0.8351111158591658
22.2,G3,linear_monotone,0.8356017341366746
22.3,G3,linear_monotone,0.8360916531467415
22.4,G3,linear_monotone,0.8365799692329947
22.5,G3,linear_monotone,0.837068285319248
22.6,G3,linear_monotone,0.8375552292898504
22.7,G3,linear_monotone,0.8380412385626078
22.8,G3,linear_monotone,0.8385272478353653
22.9,G3,linear_monotone,0.8390112095840604
23.0,G3,linear_monotone,0.8394949075684928
23.1,G3,linear_monotone,0.8399781958046766
23.2,G3,linear_monotone,0.8404595781731603
23.3,G3,linear_monotone,0.840940960541644
23.4,G3,linear_monotone,0.8414212571988764
23.5,G3,linear_monotone,0.8419003197707723
23.6,G3,linear_monotone,0.8423793823426682
23.7,G3,linear_monotone,0.8428566809179877
23.8,G3,linear_monotone,0.8433334196594049
23.9,G3,linear_monotone,0.8438100416423492
24.0,G3,linear_monotone,0.844284452665894
24.1,G3,linear_monotone,0.8447588636894389
24.2,G3,linear_monotone,0.8452324791490271
24.3,G3,linear_monotone,0.8457045587135382
24.4,G3,linear_monotone,0.8461766382780493
24.5,G3,linear_monotone,0.8466472413875256
24.6,G3,linear_monotone,0.8471169858977935
24.7,G3,linear_monotone,0.8475867304080614
24.8,G3,linear_monotone,0.8480543156137966
24.9,G3,linear_monotone,0.8485217216202695
25.0,G3,linear_monotone,0.8489886254491054
10.0,G4,linear_monotone,0.7492350033744042
10.1,G4,linear_monotone,0.7498444147247244
10.2,G4,linear_monotone,0.7504538260750445
10.3,G4,linear_monotone,0.7510624691240507
10.4,G4,linear_monotone,0.7516700836796334
10.5,G4,linear_monotone,0.7522776982352162
10.6,G4,linear_monotone,0.7528840123041367
10.7,G4,linear_monotone,0.7534898172742353
10.8,G4,linear_monotone,0.7540956045038052
10.9,G4,linear_monotone,0.754699587226744
11.0,G4,linear_monotone,0.7553035699496828
11.1,G4,linear_monotone,0.7559070007609632
11.2,G4,linear_monotone,0.7565091487050146
11.3,G4,linear_monotone,0.7571112966490661
11.4,G4,linear_monotone,0.7577123512925288
11.5,G4,linear_monotone,0.7583126520567697
11.6,G4,linear_monotone,0.7589129528210106
11.7,G4,linear_monotone,0.7595116117928906
11.8,G4,linear_monotone,0.7601100531080394
11.9,G4,linear_monotone,0.7607081687380385
12.0,G4,linear_monotone,0.7613047384672701
12.1,G4,linear_monotone,0.7619013081965017
12.2,G4,linear_monotone,0.7624970018953462
12.3,G4,linear_monotone,0.7630916880350905
12.4,G4,linear_monotone,0.763686374174835
12.5,G4,linear_monotone,0.7642796270525432
12.6,G4,linear_monotone,0.7648724177332599
12.7,G4,linear_monotone,0.7654651183454899
12.8,G4,linear_monotone,0.7660560018324247
12.9,G4,linear_monotone,0.7666468853193596
13.0,G4,linear_monotone,0.7672371196869056
13.1,G4,linear_monotone,0.7678260843808256
13.2,G4,linear_monotone,0.7684150490747456
13.3,G4,linear_monotone,0.7690027989317392
13.4,G4,linear_monotone,0.769589833369648
13.5,G4,linear_monotone,0.7701768678075568
13.6,G4,linear_monotone,0.7707621151439694
13.7,G4,linear_monotone,0.7713472079998024
13.8,G4,linear_monotone,0.7719318878334585
13.9,G4,linear_monotone,0.7725150279187561
14.0,G4,linear_monotone,0.7730981680040538
14.1,G4,linear_monotone,0.7736803211206542
14.2,G4,linear_monotone,0.7742614973852175
14.3,G4,linear_monotone,0.7748426736497809
14.4,G4,linear_monotone,0.7754222826765951
14.5,G4,linear_monotone,0.7760014842091181
14.6,G4,linear_monotone,0.7765805175380966
14.7,G4,linear_monotone,0.7771577335667795
14.8,G4,linear_monotone,0.7777349495954624
14.9,G4,linear_monotone,0.7783114155047167
15.0,G4,linear_monotone,0.778886635397859
15.1,G4,linear_monotone,0.7794618552910011
15.2,G4,linear_monotone,0.7800357370534993
15.3,G4,linear_monotone,0.7806089503200714
15.4,G4,linear_monotone,0.7811821635866435
15.5,G4,linear_monotone,0.7817534447393889
15.6,G4,linear_monotone,0.7823246410295844
15.7,G4,linear_monotone,0.7828953325592132
15.8,G4,linear_monotone,0.7834645016649799
15.9,G4,linear_monotone,0.7840336707707468
16.0,G4,linear_monotone,0.7846017396271472
16.1,G4,linear_monotone,0.7851688714826986
16.2,G4,linear_monotone,0.7857360033382501
16.3,G4,linear_monotone,0.7863014337145876
16.4,G4,linear_monotone,0.786866518396893
16.5,G4,linear_monotone,0.7874313517073231
16.6,G4,linear_monotone,0.7879943794365785
16.7,G4,linear_monotone,0.7885574071658338
16.8,G4,linear_monotone,0.7891195808234689
16.9,G4,linear_monotone,0.7896805419635463
17.0,G4,linear_monotone,0.7902415031036238
17.1,G4,linear_monotone,0.7908010019642614
17.2,G4,linear_monotone,0.7913598870231399
17.3,G4,linear_monotone,0.7919187720820182
17.4,G4,linear_monotone,0.7924755812718052
17.5,G4,linear_monotone,0.7930323809019796
17.6,G4,linear_monotone,0.7935885804495766
17.7,G4,linear_monotone,0.7941432854484478
17.8,G4,linear_monotone,0.794697990447319
17.9,G4,linear_monotone,0.7952514804481262
18.0,G4,linear_monotone,0.7958040817583707
18.1,G4,linear_monotone,0.7963566830686152
18.2,G4,linear_monotone,0.7969074493191721
18.3,G4,linear_monotone,0.7974579380290916
18.4,G4,linear_monotone,0.7980080879651753
18.5,G4,linear_monotone,0.7985564553090264
18.6,G4,linear_monotone,0.7991048226528775
18.7,G4,linear_monotone,0.799652229871461
18.8,G4,linear_monotone,0.8001984672297656
18.9,G4,linear_monotone,0.8007447045880702
19.0,G4,linear_monotone,0.8012893555606522
19.1,G4,linear_monotone,0.8018334544604876
19.2,G4,linear_monotone,0.802377482717941
19.3,G4,linear_monotone,0.8029194348332108
19.4,G4,linear_monotone,0.8034613869484807
19.5,G4,linear_monotone,0.8040026409069356
19.6,G4,linear_monotone,0.804542438058621
19.7,G4,linear_monotone,0.8050822352103061
19.8,G4,linear_monotone,0.8056207020200113
19.9,G4,linear_monotone,0.8061583361764024
20.0,G4,linear_monotone,0.8066959703327939
20.1,G4,linear_monotone,0.807231637420132
20.2,G4,linear_monotone,0.8077671006970417
20.3,G4,linear_monotone,0.8083021343809206
20.4,G4,linear_monotone,0.8088354190418767
20.5,G4,linear_monotone,0.8093687037028328
20.6,G4,linear_monotone,0.8099009209357968
20.7,G4,linear_monotone,0.8104320193922169
20.8,G4,linear_monotone,0.8109631178486368
20.9,G4,linear_monotone,0.8114925067398616
21.0,G4,linear_monotone,0.8120214115512087
21.1,G4,linear_monotone,0.8125501614247641
21.2,G4,linear_monotone,0.8130768652986832
21.3,G4,linear_monotone,0.8136035691726022
21.4,G4,linear_monotone,0.8141294748994938
21.5,G4,linear_monotone,0.8146539706919297
21.6,G4,linear_monotone,0.8151784664843656
21.7,G4,linear_monotone,0.815701516858534
21.8,G4,linear_monotone,0.8162237975738311
21.9,G4,linear_monotone,0.8167460782891284
22.0,G4,linear_monotone,0.8172662623825739
22.1,G4,linear_monotone,0.8177863211735574
22.2,G4,linear_monotone,0.8183058569594387
22.3,G4,linear_monotone,0.8188236871274772
22.4,G4,linear_monotone,0.8193415172955157
22.5,G4,linear_monotone,0.819858172329466
22.6,G4,linear_monotone,0.8203737673245165
22.7,G4,linear_monotone,0.820889362319567
22.8,G4,linear_monotone,0.8214031263598925
22.9,G4,linear_monotone,0.8219164797805272
23.0,G4,linear_monotone,0.8224295906911507
23.1,G4,linear_monotone,0.8229406962845665
23.2,G4,linear_monotone,0.8234518018779822
23.3,G4,linear_monotone,0.823962008250969
23.4,G4,linear_monotone,0.8244708599129785
23.5,G4,linear_monotone,0.8249797115749881
23.6,G4,linear_monotone,0.8254870038551904
23.7,G4,linear_monotone,0.8259935956301966
23.8,G4,linear_monotone,0.8265001874052029
23.9,G4,linear_monotone,0.8270045563157709
24.0,G4,linear_monotone,0.8275088823967238
24.1,G4,linear_monotone,0.8280125902916077
24.2,G4,linear_monotone,0.828514645019944
24.3,G4,linear_monotone,0.8290166997482803
24.4,G4,linear_monotone,0.8295174720643769
24.5,G4,linear_monotone,0.830017249929943
24.6,G4,linear_monotone,0.8305170277955091
24.7,G4,linear_monotone,0.8310148559416908
24.8,G4,linear_monotone,0.8315123515826487
24.9,G4,linear_monotone,0.8320095146837287
25.0,G4,linear_monotone,0.8325047228864458
10.0,G5,linear_monotone,0.7099904734552673
10.1,G5,linear_monotone,0.710637398651883
10.2,G5,linear_monotone,0.7112843238484987
10.3,G5,linear_monotone,0.7119306692705494
10.4,G5,linear_monotone,0.7125761251773383
10.5,G5,linear_monotone,0.713221581084127
