group,ga,p_marg,p_lo,p_hi
G1,18.3,0.8324905138849811,0.8055959108891656,0.8617413426946532
G1,18.4,0.8329899291026326,0.8058557411509389,0.8623630974154131
G1,18.5,0.8334884498311859,0.8061153048749596,0.8629830596375438
G1,18.6,0.8339861024463909,0.8063746055586817,0.8636769776248479
G1,18.7,0.8344828917575288,0.806633640716936,0.86440868833366
G1,18.8,0.8349788000891943,0.8068924136364484,0.8651379080833425
G1,18.9,0.8354738277844289,0.8071509196715835,0.8658646393156675
G1,19.0,0.8359679841704779,0.8074091563810493,0.8665888816430889
G1,19.1,0.8364612748803584,0.8076671256936321,0.8671785511225208
G1,19.2,0.8369536688100749,0.8079248200226518,0.8676270696318116
G1,19.3,0.837445191657459,0.808182250750775,0.8680741890566404
G1,19.4,0.8379358526134258,0.8084394176260652,0.8685199297675008
G1,19.5,0.8384256105554777,0.8086963151112591,0.8689642805105161
G1,19.6,0.8389144963398432,0.8089529481512147,0.8694072391418459
G1,19.7,0.8394025201131056,0.8092093094238842,0.8698487901864145
G1,19.8,0.8398896353135914,0.8094720579191513,0.8702889538836222
G1,19.9,0.8403758777071524,0.8098344665708841,0.8707306778086461
G1,20.0,0.8408612527321874,0.8101964657402545,0.8711979035139987
G1,20.1,0.8413457275616667,0.8105580831908568,0.8716635949155964
G1,20.2,0.84182932096916,0.8109192965718042,0.8721277531425546
G1,20.3,0.8423120382972229,0.8112801174130587,0.8725903956788211
G1,20.4,0.8427938717583765,0.81164054197133,0.8730515103597759
G1,20.5,0.8432748086519926,0.8120005685647005,0.8735110964091585
G1,20.6,0.8437548650183059,0.812360200384304,0.8739691398620373
G1,20.7,0.844234049526306,0.8127194332539688,0.8744256616060654
G1,20.8,0.8447123259652711,0.8130782696478992,0.874961777470842
G1,20.9,0.8451897214767943,0.8134367054247529,0.8755872480125702
G1,21.0,0.8456662480589461,0.8137947498753159,0.876257708113369
G1,21.1,0.8461418595459781,0.814152385241881,0.8769545491120124
G1,21.2,0.846616592059386,0.8145096352213121,0.8776488189173585
G1,21.3,0.8470904515726874,0.8148664700945709,0.8783405200351074
G1,21.4,0.8475633973557821,0.8152229216548437,0.8790296517214022
G1,21.5,0.8480354594215491,0.8155789604823298,0.8797162127797157
G1,21.6,0.8485066432974627,0.8159346072504693,0.8804002054621445
G1,21.7,0.8489769253291198,0.8162898479665512,0.8810816303461807
G1,21.8,0.849446313488661,0.8166446939173206,0.881760486648418
G1,21.9,0.8499148152261329,0.8169991328831184,0.8824367789408999
G1,22.0,0.8503824322343455,0.8173180434087498,0.8831105048274338
G1,22.1,0.8508491392002144,0.817629911759251,0.8837816602591986
G1,22.2,0.851314959243168,0.8179414848417583,0.8844502466425372
G1,22.3,0.8517799018015477,0.818252752269172,0.8851162687180053
G1,22.4,0.8522439275019306,0.818563719431485,0.8857797286265822
G1,22.5,0.8527070653266935,0.8188743846454684,0.8864406269401667
G1,22.6,0.853169327828524,0.819184745649966,0.8870989643177463
G1,22.7,0.8536306668745445,0.8194948079256507,0.8877547412810693
G1,22.8,0.8540911200987839,0.8198045617272984,0.8884079602572593
G1,22.9,0.854550693301898,0.8201140196759701,0.8890586226203808
G1,23.0,0.8550093492507965,0.8204231659411227,0.8897067325411174
G1,23.1,0.8554671128595408,0.8207320184602345,0.8903522886132504
G1,23.2,0.8559239893454188,0.821040557780918,0.8909952878144095
G1,23.3,0.8563799645618978,0.8213488021956186,0.8916357319811644
G1,23.4,0.8568350346773653,0.8216567348233849,0.8922736258012899
G1,23.5,0.857289211487103,0.8219643706096381,0.8929089715050268
G1,23.6,0.8577425028668628,0.8222716954367453,0.8935417735171499
G1,23.7,0.8581948750460349,0.8225787221412558,0.8941720318260538
G1,23.8,0.8586463552622207,0.8228854389850982,0.8947997463485406
G1,23.9,0.8590969542832856,0.8231918548321864,0.8954249201514924
G1,24.0,0.8595466286659916,0.8234979634107582,0.8960475556309597
G1,24.1,0.8599954122549464,0.8238037676169515,0.896734924674066
G1,24.2,0.8604433136549999,0.8241092669546387,0.8974208100473202
G1,24.3,0.8608902883436721,0.8244144595923726,0.8981035683035066
G1,24.4,0.861336370946631,0.8247193489903306,0.8987832088058758
G1,24.5,0.8617815672789907,0.8250239291007744,0.899459752558529
G1,24.6,0.8622258476216168,0.8253282071389508,0.9001331807548307
G1,24.7,0.8626692275978342,0.825632174287392,0.9008035048899983
G1,24.8,0.8631117133233723,0.8259358396802333,0.9014707439207775
G1,24.9,0.863553301188285,0.8262391948130124,0.9021348771904872
G1,25.0,0.8639939736915254,0.826542245823695,0.9027959115899201
G2,10.0,0.6799813277331174,0.6100018115486964,0.7345756289281801
G2,10.1,0.6806567245795032,0.6107833467944624,0.7352086017532901
G2,10.2,0.6813316815060125,0.6115646223475688,0.7358409002900382
G2,10.3,0.6820061779468649,0.6123456522537589,0.736472537277423
G2,10.4,0.6826802171344574,0.6131263997853708,0.7371035120081049
G2,10.5,0.6833537994942875,0.6139068866447495,0.7377338013774694
G2,10.6,0.6840269286486559,0.6146871033716963,0.7383634204055752
G2,10.7,0.6846995867225965,0.6154670447350535,0.7389923588285482
G2,10.8,0.6853717779577353,0.6162467245674197,0.7396206245236985
G2,10.9,0.6860435184102156,0.6170261023044673,0.7402482077940339
G2,11.0,0.686714767564334,0.618156094103727,0.7408751178795298
G2,11.1,0.6873855512408222,0.6193538463365271,0.7415013340850125
G2,11.2,0.688055877801442,0.6205509055827092,0.7421268514263433
G2,11.3,0.6887257042032178,0.6217472572906959,0.7427516959213247
G2,11.4,0.6893950573815464,0.6229428711888024,0.7433758393517774
G2,11.5,0.6900639442700529,0.6241377409631992,0.7439992993562408
G2,11.6,0.6907323318619673,0.625331853320789,0.7446220702802332
G2,11.7,0.6914002345374148,0.6265032027170939,0.7452441181754331
G2,11.8,0.6920676559295096,0.6276676248431159,0.7460718151624901
G2,11.9,0.6927345852545636,0.6288312863767996,0.7469226186161017
G2,12.0,0.6934010182285412,0.6299941670926089,0.7477721515702748
G2,12.1,0.6940669544031829,0.6311562497263313,0.7486204200616544
G2,12.2,0.6947324055632719,0.6321847143946059,0.7494674093674729
G2,12.3,0.6953973423285645,0.6330873321757448,0.7503131049600712
G2,12.4,0.6960617789007232,0.6339894825326917,0.7511575237965141
G2,12.5,0.696725729129864,0.6348911638650647,0.7520006529226025
G2,12.6,0.6973891474920572,0.6357923714874942,0.7528424799383151
G2,12.7,0.6980520658009403,0.6366930802497885,0.7536830154294101
G2,12.8,0.6987144902374323,0.6375932945840695,0.7545222356753934
G2,12.9,0.6993763780539568,0.6384930327559767,0.755360139496692
G2,13.0,0.7000377550609186,0.6393922699202759,0.7561967350408129
G2,13.1,0.7006986276127962,0.640290985475733,0.7570320104690108
G2,13.2,0.7013589685180036,0.6411891843870955,0.7578659625738643
G2,13.3,0.7020187874070825,0.6420868768574742,0.7586985912369547
G2,13.4,0.7026780839561434,0.6429840578957944,0.7595298716480074
G2,13.5,0.70333685824272,0.6438806962865118,0.7603598123670653
G2,13.6,0.70399509745958,0.6447767920020102,0.7611884148857757
G2,13.7,0.7046528023380793,0.6456723634523496,0.7620156629690374
G2,13.8,0.7053099907619125,0.6465673925760815,0.7628415565130754
G2,13.9,0.7059666214276034,0.6474618600898928,0.7636660992046944
G2,14.0,0.7066227207235153,0.6483557740446327,0.7644892582674493
G2,14.1,0.7072782990708336,0.6492491350986823,0.7653110509733408
G2,14.2,0.7079333078241541,0.650141934021148,0.7661314759016892
G2,14.3,0.7085877808771254,0.6510341454167878,0.7669505183787004
G2,14.4,0.7092417239084703,0.6519257763177855,0.7677681857096605
G2,14.5,0.7098950976900215,0.6527960309150224,0.7685844647303708
G2,14.6,0.7105479237099128,0.6533251117387957,0.7693993378192584
G2,14.7,0.7112002064562759,0.6538538822095354,0.7702128239102796
G2,14.8,0.7118519276970682,0.6543823432801975,0.7710249156914375
G2,14.9,0.712503089759022,0.654910489841145,0.7718355964071383
G2,15.0,0.7131536912380384,0.6554162205219338,0.7726448793499271
G2,15.1,0.7138037414141937,0.6559066029885793,0.7733861153410991
G2,15.2,0.7144532157076442,0.6563966869726563,0.7739539943025463
G2,15.3,0.7151021231209648,0.6568864737244646,0.7745209391642484
G2,15.4,0.7157504819427106,0.6573759574686282,0.7750869493246064
G2,15.5,0.716398243448929,0.6578651454218996,0.7756520195200632
G2,15.6,0.7170454418026503,0.6583540385459927,0.7762161426395978
G2,15.7,0.7176920850908457,0.6588426274633318,0.7767793220490309
G2,15.8,0.718338124044856,0.6593309126136541,0.7773685940625884
G2,15.9,0.7189835912459068,0.6598188843285335,0.7779637378293405
G2,16.0,0.7196284936186452,0.6603065401334036,0.7785578483983893
G2,16.1,0.7202727962434096,0.6607938873073229,0.7791509080437962
G2,16.2,0.7209165156596586,0.6612809098207687,0.7797429223402959
G2,16.3,0.7215596525957106,0.66176761698365,0.7803338965905798
G2,16.4,0.7222022010750279,0.6622540058767608,0.7809238081991495
G2,16.5,0.7228441541094924,0.6627400734618935,0.7815126681641437
G2,16.6,0.7234855101710184,0.663225819448955,0.7822915306054838
G2,16.7,0.7241262870856677,0.663711231936009,0.7833111311845549
G2,16.8,0.7247664460497785,0.6641963081116636,0.7843283291495592
G2,16.9,0.7254060102102707,0.6646810493303402,0.7853430715717142
G2,17.0,0.7260449933793265,0.665165452728054,0.7863553623890607
G2,17.1,0.726683342104044,0.6656495240634394,0.7872739333140247
G2,17.2,0.7273210965582688,0.6661332679110712,0.7881663625132309
G2,17.3,0.7279582612471268,0.6666166607218715,0.789056752133832
G2,17.4,0.7285947907973002,0.6670997068608672,0.7899451253703367
G2,17.5,0.7292307143278026,0.6676597214806747,0.7908314364454568
G2,17.6,0.729866036682325,0.6684119404865622,0.7917156835161315
G2,17.7,0.7305007320215064,0.66916366376011,0.792597903327912
G2,17.8,0.7311348101360589,0.669881086655679,0.793478057238429
G2,17.9,0.7317682686392453,0.6705358052216693,0.7943561280196565
G2,18.0,0.7324011124854419,0.6711901361506253,0.7952321336457996
G2,18.1,0.7330333238047309,0.6718302120621813,0.7961271887449903
G2,18.2,0.7336649064686607,0.6724676900212649,0.7970210959619748
G2,18.3,0.7342958817493362,0.6731047619990379,0.7979128272820377
G2,18.4,0.7349261992988882,0.6737414834138066,0.7988023735841778
G2,18.5,0.735555894593743,0.6743778004862323,0.7996896921467727
G2,18.6,0.7361849774004795,0.6750137434941519,0.8005747944046455
G2,18.7,0.7368133932404035,0.6756493125044939,0.8014577018209833
G2,18.8,0.7374411815336607,0.6762844760841972,0.802338358982376
G2,18.9,0.738068348120567,0.6769192792206923,0.8032167913193884
G2,19.0,0.738694851221354,0.6775536589665152,0.8040215370653815
G2,19.1,0.7393207153027592,0.6781876679313057,0.8047796701356847
G2,19.2,0.7399459416542015,0.6788212741289869,0.805536171943051
G2,19.3,0.7405705168275627,0.679454479895073,0.8062910632496262
G2,19.4,0.7411944407914265,0.680087308731389,0.8070443433992212
G2,19.5,0.7418177106347449,0.6807197081610021,0.8077959934040272
G2,19.6,0.7424403416494004,0.6812778669994606,0.8085460273338865
G2,19.7,0.7430623013034752,0.6818276478078965,0.8092944297789695
G2,19.8,0.7436836056494639,0.682377082796996,0.8100411817956455
G2,19.9,0.7443042733901793,0.6829262596994474,0.8107863024087035
G2,20.0,0.7449242485528159,0.6834750728043095,0.8115297885012156
G2,20.1,0.7455435734903401,0.6840236202331142,0.812271629390303
G2,20.2,0.7461622550221375,0.6845718234485655,0.8130118296344061
G2,20.3,0.7467802400685445,0.685119708506011,0.8136777353953348
G2,20.4,0.7473975653951098,0.6856673077345511,0.8142927234046299
G2,20.5,0.7480142366775786,0.6862145406159177,0.8149065909355094
G2,20.6,0.7486302198530829,0.6867615152503332,0.8155193398407112
G2,20.7,0.7492455325375738,0.6873081096098503,0.8161309493003803
G2,20.8,0.7498601718683505,0.6878544229050941,0.8167414347394654
G2,20.9,0.7504741376734555,0.6884003945280597,0.8173507827646095
G2,21.0,0.7510874192793326,0.6889460288357957,0.8179590022309594
G2,21.1,0.7517000155839029,0.6894913779601539,0.8186419774697992
G2,21.2,0.7523119493188731,0.6900363429561213,0.8193512388243587
G2,21.3,0.7529231725831063,0.6905810431619475,0.8200589028287616
G2,21.4,0.7535337178416006,0.6911253534219349,0.8207649489023348
G2,21.5,0.754143598093756,0.6916693651254567,0.8214693841720342
G2,21.6,0.7547527538824872,0.6922130395750474,0.8221722182786295
G2,21.7,0.7553612314227153,0.6927563586876808,0.8228734478310005
G2,21.8,0.7559690349441652,0.6932993903182376,0.8235730559027671
G2,21.9,0.7565761168857907,0.6938420224589822,0.8242710422878308
G2,22.0,0.7571825087801266,0.6943843752954658,0.8249674155975932
G2,22.1,0.7577882134312215,0.6949263402567529,0.8256621549899947
G2,22.2,0.7583932082528803,0.6954679842848196,0.8263552675696207
G2,22.3,0.7589975019020905,0.6960092949358306,0.8270467629813516
G2,22.4,0.7596010900221747,0.6965502345988915,0.8277366384592674
G2,22.5,0.7602039835638215,0.6970908775183452,0.8284248753867802
G2,22.6,0.7608061578596348,0.6976311133882638,0.8291114751353457
G2,22.7,0.7614076220235109,0.6981710506543395,0.8297964451953108
G2,22.8,0.7620083987538896,0.6987106063119979,0.8304797638924579
G2,22.9,0.76260843077843,0.6992498212654259,0.8311614442374385
G2,23.0,0.7632077612277641,0.6997887022074712,0.8318414920038762
G2,23.1,0.7638063990971331,0.7003271974026104,0.8325199072303534
G2,23.2,0.7644042854610785,0.7008653820852585,0.8331966699643242
G2,23.3,0.7650014641702572,0.701403160666819,0.8338717837878575
G2,23.4,0.7655979407849446,0.7019406168218512,0.8345452525166789
G2,23.5,0.7661936731367257,0.7024776987431725,0.8352170530894222
G2,23.6,0.7667886870529502,0.703014421417435,0.8358872035577983
G2,23.7,0.7673829804100752,0.7035508029076273,0.8365670005037484
G2,23.8,0.7679765458041234,0.7040867928134158,0.8372453209071242
G2,23.9,0.7685693800285438,0.7046224483607217,0.8379219179291862
G2,24.0,0.769161479310008,0.7051577090325285,0.8385967958378819
G2,24.1,0.7697528647205902,0.7056926243739315,0.8392699619805098
G2,24.2,0.7703434947731836,0.7062271680579674,0.8399413919971103
G2,24.3,0.7709333949816242,0.7067613346450463,0.8406111037531164
G2,24.4,0.7715225823834303,0.7072951490365919,0.8412790997187284
G2,24.5,0.7721109948859719,0.7078285726516994,0.8419453771731669
G2,24.6,0.7726986827019494,0.7083616359980814,0.8426099189810504
G2,24.7,0.7732856506343009,0.70889431584175,0.8432727300506091
G2,24.8,0.7738718436579574,0.7094266278237107,0.8439338165604962
G2,24.9,0.7744573018916472,0.7099585666242594,0.8445931546781456
G2,25.0,0.7750420285588397,0.7104901182164985,0.8452507669360689
