group,median_bmi,ga,p_marg
G2,32.681884203989554,11.9,0.7789756803456881
G2,32.681884203989554,12.0,0.7847165346798936
G2,32.681884203989554,12.1,0.7903923843352691
G2,32.681884203989554,12.2,0.7960007905017579
G2,32.681884203989554,12.3,0.8015395962360933
G2,32.681884203989554,12.4,0.8070067268387936
G2,32.681884203989554,12.5,0.8124000576746465
G2,32.681884203989554,12.6,0.8121725186416536
G2,32.681884203989554,12.7,0.811938628241936
G2,32.681884203989554,12.8,0.811698512987132
G2,32.681884203989554,12.9,0.8114520345841575
G2,32.681884203989554,13.0,0.8111991078750593
G2,32.681884203989554,13.1,0.8109398218805334
G2,32.681884203989554,13.2,0.8106740446979313
G2,32.681884203989554,13.3,0.8104016839759371
G2,32.681884203989554,13.4,0.8101228054895387
G2,32.681884203989554,13.5,0.8098373092560609
G2,32.681884203989554,13.6,0.809545148702541
G2,32.681884203989554,13.7,0.8092463102495034
G2,32.681884203989554,13.8,0.8089407339841597
G2,32.681884203989554,13.9,0.8086283962977661
G2,32.681884203989554,14.0,0.8083092446982361
G2,32.681884203989554,14.1,0.8079832730440698
G2,32.681884203989554,14.2,0.8076503828630329
G2,32.681884203989554,14.3,0.8073105894339496
G2,32.681884203989554,14.4,0.8069638907723127
G2,32.681884203989554,14.5,0.806610156766021
G2,32.681884203989554,14.6,0.806249416361954
G2,32.681884203989554,14.7,0.8058816525653667
G2,32.681884203989554,14.8,0.8055068275598003
G2,32.681884203989554,14.9,0.8051248845313276
G2,32.681884203989554,15.0,0.8047358070801547
G2,32.681884203989554,15.1,0.8043395603720244
G2,32.681884203989554,15.2,0.8039361626416016
G2,32.681884203989554,15.3,0.803525574021906
G2,32.681884203989554,15.4,0.8031077476566516
G2,32.681884203989554,15.5,0.8026826831839994
G2,32.681884203989554,15.6,0.8022503822145692
G2,32.681884203989554,15.7,0.8018108006791651
G2,32.681884203989554,15.8,0.801363933835642
G2,32.681884203989554,15.9,0.8009097968891231
G2,32.681884203989554,16.0,0.8004483389071858
G2,32.681884203989554,16.1,0.79997962210886
G2,32.681884203989554,16.2,0.7995035382271055
G2,32.681884203989554,16.3,0.7990201611457335
G2,32.681884203989554,16.4,0.7985294735995171
G2,32.681884203989554,16.5,0.7980314870921638
G2,32.681884203989554,16.6,0.7975261479369108
G2,32.681884203989554,16.7,0.7970135701598258
G2,32.681884203989554,16.8,0.7964937127066151
G2,32.681884203989554,16.9,0.7959664991404966
G2,32.681884203989554,17.0,0.7954320810234917
G2,32.681884203989554,17.1,0.7948903681899196
G2,32.681884203989554,17.2,0.7943414858449089
G2,32.681884203989554,17.3,0.7937853851726853
G2,32.681884203989554,17.4,0.7932220986587443
G2,32.681884203989554,17.5,0.792651634597288
G2,32.681884203989554,17.6,0.7920740317390591
G2,32.681884203989554,17.7,0.7914893790338119
G2,32.681884203989554,17.8,0.7908976506394496
G2,32.681884203989554,17.9,0.7902989148835938
G2,32.681884203989554,18.0,0.7896931769324419
G2,32.681884203989554,18.1,0.7890804733544656
G2,32.681884203989554,18.2,0.788460859413902
G2,32.681884203989554,18.3,0.7878343872464607
G2,32.681884203989554,18.4,0.7872011520491434
G2,32.681884203989554,18.5,0.786561116710004
G2,32.681884203989554,18.6,0.7859143474738726
G2,32.681884203989554,18.7,0.7852609547697794
G2,32.681884203989554,18.8,0.7846009470703778
G2,32.681884203989554,18.9,0.7839343780163608
G2,32.681884203989554,19.0,0.7832613304717118
G2,32.681884203989554,19.1,0.7825818493910498
G2,32.681884203989554,19.2,0.781896011103917
G2,32.681884203989554,19.3,0.7812038589899457
G2,32.681884203989554,19.4,0.7805054605230171
G2,32.681884203989554,19.5,0.7798008857588022
G2,32.681884203989554,19.6,0.7790902018687891
G2,32.681884203989554,19.7,0.7783734947486248
G2,32.681884203989554,19.8,0.7776507916346355
G2,32.681884203989554,19.9,0.7769222035792241
G2,32.681884203989554,20.0,0.776187759636415
G2,32.681884203989554,20.1,0.7787637370472921
G2,32.681884203989554,20.2,0.7813141247945058
G2,32.681884203989554,20.3,0.7838388067371579
G2,32.681884203989554,20.4,0.7863377214086165
G2,32.681884203989554,20.5,0.7888108170122768
G2,32.681884203989554,20.6,0.7912580758650664
G2,32.681884203989554,20.7,0.7936794203442835
G2,32.681884203989554,20.8,0.7960748894858476
G2,32.681884203989554,20.9,0.798444425266606
G2,32.681884203989554,21.0,0.8007880747780909
G2,32.681884203989554,21.1,0.8031058065329483
G2,32.681884203989554,21.2,0.8053976397960891
G2,32.681884203989554,21.3,0.8076636738843719
G2,32.681884203989554,21.4,0.8099038622351011
G2,32.681884203989554,21.5,0.8121183175218426
G2,32.681884203989554,21.6,0.8143070403714472
G2,32.681884203989554,21.7,0.8164701209590971
G2,32.681884203989554,21.8,0.8186076549734002
G2,32.681884203989554,21.9,0.8207197117139076
G2,32.681884203989554,22.0,0.8228063393879573
G2,32.681884203989554,22.1,0.8248676639558825
G2,32.681884203989554,22.2,0.8269038055349515
G2,32.681884203989554,22.3,0.8289148259260726
G2,32.681884203989554,22.4,0.8309008810341734
G2,32.681884203989554,22.5,0.8328620341878163
G2,32.681884203989554,22.6,0.8347984731368611
G2,32.681884203989554,22.7,0.8367103030570406
G2,32.681884203989554,22.8,0.8385976518178146
G2,32.681884203989554,22.9,0.8404606626232014
G2,32.681884203989554,23.0,0.8422995127597498
G2,32.681884203989554,23.1,0.8441142823243734
G2,32.681884203989554,23.2,0.8459052120153158
G2,32.681884203989554,23.3,0.8476723828715489
G2,32.681884203989554,23.4,0.8494160245010144
G2,32.681884203989554,23.5,0.8511362628548368
G2,32.681884203989554,23.6,0.8528332928012506
G2,32.681884203989554,23.7,0.85450727510008
G2,32.681884203989554,23.8,0.8561583297767641
G2,32.681884203989554,23.9,0.8577867556489295
G2,32.681884203989554,24.0,0.8593926293574471
G2,32.681884203989554,24.1,0.860976171885062
G2,32.681884203989554,24.2,0.8625375640637576
G2,32.681884203989554,24.3,0.8640770346799626
G2,32.681884203989554,24.4,0.8655946886850664
G2,32.681884203989554,24.5,0.8670908313790796
G2,32.681884203989554,24.6,0.8685655399214781
G2,32.681884203989554,24.7,0.8700190789732691
G2,32.681884203989554,24.8,0.8714516077819369
G2,32.681884203989554,24.9,0.872863379599181
G2,32.681884203989554,25.0,0.8742545200441285
